brand_name,calcium_perc,calories,carb_g,cholesterol_mg,fat_g,fiber_g,iron_perc,item_desc,item_name,potassium_mg,protein_g,saturated_fat_g,serving_size,sodium_mg,sugar_g,trans_fat_g,vit_a_perc,vit_c_perc,brand_label,category
17th Street Bar & Grill®,0%,30,6g,0mg,1g,<1g,2%,All Natural (bottled),Original Barbecue Sauce,not found,0g,0g,28g,230mg,3g,not found,8%,4%,17th Street Bar & Grill,restaurant
360 Gourmet World Grill®,not found,610,70g,83mg,19g,4g,not found,"a meal wrapped in a tortilla with rice, black beans, lettuce and fresh salsa",360 Gourmet Burrito,not found,39g,3g,1 burrito,1283mg,not found,not found,not found,not found,360 Gourmet,restaurant
360 Gourmet World Grill®,not found,914,62g,130mg,55g,3g,not found,not found,Cajun Steak Quesadilla,not found,42g,16g,1 quesadilla,1598mg,not found,not found,not found,not found,360 Gourmet,restaurant
360 Gourmet World Grill®,not found,526,26g,55mg,37g,6g,not found,not found,Curry Steak Salad,not found,22g,4g,1 salad,448mg,not found,not found,not found,not found,360 Gourmet,restaurant
360 Gourmet World Grill®,not found,419,13g,69mg,28g,4g,not found,not found,Lemon Garlic Chicken Salad,not found,28g,3g,1 salad,345mg,not found,not found,not found,not found,360 Gourmet,restaurant
360 Gourmet World Grill®,not found,555,107g,0mg,6g,11g,not found,not found,Mexican Classic Burrito,not found,20g,0g,1 burrito,1630mg,not found,not found,not found,not found,360 Gourmet,restaurant
360 Gourmet World Grill®,not found,538,73g,108mg,17g,3g,not found,not found,Teriyaki Prawns - Bowl,not found,21g,1g,1 bowl,1854mg,not found,not found,not found,not found,360 Gourmet,restaurant
360 Gourmet World Grill®,not found,904,100g,69mg,39g,6g,not found,not found,Thai Chicken Wrap,not found,40g,4g,1 wrap,2074mg,not found,not found,not found,not found,360 Gourmet,restaurant
5 & Diner®,29%,769.82,40.05g,83.05mg,55.15g,2.5g,12%,white albacore tuna with melted American cheese on thick-sliced grilled rye,Albacore Tuna Melt,not found,21.92g,13.75g,1 sandwich,1552.33mg,5.48g,1.01g,10%,1%,5 & Diner,restaurant
5 & Diner®,0%,165,42g,0mg,0g,0g,0%,not found,"Apple Juice, 12 fl oz",not found,0g,0g,12 fl oz,30mg,39g,0g,0%,250%,5 & Diner,restaurant
5 & Diner®,0%,220,56g,0mg,0g,0g,0%,not found,"Apple Juice, 16 fl oz",not found,0g,0g,16 fl oz,40mg,52g,0g,0%,200%,5 & Diner,restaurant
5 & Diner®,0%,661.32,78.15g,0mg,38.07g,4g,12%,not found,Apple Pie,not found,4g,8.01g,1 order,561.12mg,26.05g,10.02g,0%,0%,5 & Diner,restaurant
5 & Diner®,10%,801.32,94.15g,35mg,45.07g,4g,12%,apple pie with a scoop of vanilla ice cream,Apple Pie a la Mode,not found,7g,12.51g,1 order,616.12mg,39.05g,10.02g,4%,0%,5 & Diner,restaurant
5 & Diner®,20%,642.14,37.27g,625.95mg,34.08g,1g,30%,not found,Apple Sausage Eggs Benedict,not found,47.98g,16.58g,1 order,1596.54mg,3.85g,0g,21%,25%,5 & Diner,restaurant
5 & Diner®,3%,9.96,1.43g,0.63mg,0.23g,0.1g,1%,not found,Au Jus,not found,0.58g,0.14g,4 oz,481.81mg,0.65g,0g,1%,0%,5 & Diner,restaurant
5 & Diner®,5%,347.14,0.78g,443.5mg,30.53g,0g,11%,not found,Bacon and Egg Combo,not found,15.88g,8.91g,1 order,333.8mg,0.78g,1.01g,10%,0%,5 & Diner,restaurant
5 & Diner®,27%,1000.75,58.54g,179.98mg,61.54g,2.44g,39%,"topped with spicy pepperjack cheese, two strips of bacon, Kenny's Special Sauce and seasoned mayo on a toasted sesame seed bun",Bacon and Pepperjack Burger,not found,50.48g,23.84g,1 sandwich,1157.16mg,15.01g,2.44g,18%,15%,5 & Diner,restaurant
5 & Diner®,27%,1000.75,58.54g,179.98mg,62.54g,2.44g,39%,Diner Burger served on a toasted bun with melted cheddar cheese and bacon,Bacon Cheeseburger,not found,50.48g,23.84g,1 sandwich,1167.16mg,15.01g,2.44g,18%,15%,5 & Diner,restaurant
5 & Diner®,9%,514.95,1.32g,741.36mg,44.6g,0g,18%,not found,Bacon Omelette,not found,24.71g,12.09g,1 omelette,432.15mg,1.32g,2.02g,17%,0%,5 & Diner,restaurant
5 & Diner®,15%,270,55g,0mg,1.5g,2g,10%,not found,Bagel,not found,9g,0.5g,1 bagel,440mg,6g,0g,0%,0%,5 & Diner,restaurant
5 & Diner®,5%,247.99,54.75g,0mg,0.32g,5.9g,15%,not found,Baked Potato,not found,6.71g,0.05g,1 baked potato,20.66mg,2.76g,0g,1%,55%,5 & Diner,restaurant
5 & Diner®,23%,709.67,66.74g,169.66mg,19.04g,1.67g,20%,"8 oz chicken breast marinated, charbroiled and topped with sauteed onions, mushrooms, peppers, bacon, melted jack cheese and BBQ bourbon sauce",BBQ Bourbon Chicken,not found,60.86g,7.97g,1 order,1549.58mg,51.82g,0g,40%,188%,5 & Diner,restaurant
5 & Diner®,4%,2246.25,60g,567.5mg,164.15g,0g,36%,"a full rack of baby back ribs slow cooked and glazed with BBQ Bourbon sauce, served with fries, cinnamon apples and garlic toast",BBQ Bourbon Pork Ribs,not found,120.59g,63.84g,1 order,3480.93mg,48g,0g,0%,0%,5 & Diner,restaurant
5 & Diner®,4%,1308.54,60g,300mg,83.72g,0g,8%,crispy House Wings slathered in BBQ Bourbon sauces and served with ranch dressing,BBQ Bourbon Wings,not found,72g,1.33g,1 order,2180mg,48g,0g,5%,0%,5 & Diner,restaurant
5 & Diner®,28%,975.79,76.69g,166.02mg,51.4g,3.04g,42%,Diner Burger on a toasted bun with tangy BBQ sauce,BBQ Burger,not found,49.21g,20.25g,1 sandwich,1124.92mg,22.45g,2.44g,14%,16%,5 & Diner,restaurant
5 & Diner®,37%,1019.82,99.5g,135.6mg,41.59g,3.84g,34%,marinated chicken breast served on a toasted bun smothered with tangy BBQ sauce,BBQ Chicken Sandwich,not found,55.29g,10.76g,1 sandwich,2080.79mg,42.74g,1.01g,12%,11%,5 & Diner,restaurant
5 & Diner®,4%,612.01,20.29g,623.75mg,36.72g,1.26g,63%,served with grilled onions,Beef Liver,not found,47.18g,6.83g,1 order,156.5mg,4.91g,4.43g,767%,18%,5 & Diner,restaurant
5 & Diner®,4%,702.21,20.29g,636.75mg,45.72g,1.26g,64%,not found,Beef Liver with Bacon,not found,49.38g,10.03g,1 order,285.7mg,4.91g,4.43g,767%,18%,5 & Diner,restaurant
5 & Diner®,26%,568.43,47.06g,464.53mg,24.86g,2.48g,32%,not found,Beef Machaca and Scrambled Eggs Combo,not found,39.77g,6.96g,1 order,1141.08mg,3.12g,2.01g,11%,10%,5 & Diner,restaurant
5 & Diner®,37%,1540.86,73.05g,323mg,97.75g,2.77g,65%,double decker burger with melted American cheese on a toasted bun,Big Bopper Burger,not found,86.02g,38.2g,1 sandwich,1752.74mg,17.32g,4.88g,22%,14%,5 & Diner,restaurant
5 & Diner®,10%,1091.71,132.78g,5.1mg,52.56g,2.7g,33%,not found,"Biscuits and Gravy, Full Order",not found,25.02g,14.52g,1 order,4171.28mg,17.52g,19.32g,0%,0%,5 & Diner,restaurant
5 & Diner®,7%,727.81,88.52g,3.4mg,35.04g,1.8g,22%,not found,"Biscuits and Gravy, Half Order",not found,16.68g,9.68g,1 order,2780.85mg,11.68g,12.88g,0%,0%,5 & Diner,restaurant
5 & Diner®,86%,1674.37,137.71g,267.57mg,94.49g,17.12g,78%,fettuccini pasta mixed with alfredo sauce topped with succulent strips of zesty chicken and a side of garlic toast,Blackened Chicken Fettucine Alfredo,not found,85.69g,37.24g,1 order,9702.03mg,30.97g,5.18g,133%,60%,5 & Diner,restaurant
5 & Diner®,4%,438.6,32.1g,39mg,28.68g,2.5g,12%,"a triple decker with bacon, lettuce and tomato",BLT Club House,not found,11.96g,9.64g,1 sandwich,708.6mg,5.4g,0g,15%,18%,5 & Diner,restaurant
5 & Diner®,3%,289.4,20.8g,26mg,19.09g,1.5g,8%,not found,BLT Sandwich,not found,7.83g,6.42g,1 sandwich,471.4mg,3.2g,0g,7%,9%,5 & Diner,restaurant
5 & Diner®,8%,333.75,5.62g,41.87mg,32.31g,0g,0%,not found,Blue Cheese Dressing,not found,3.12g,7.18g,3 fl oz,661.25mg,3.62g,0g,1%,0%,5 & Diner,restaurant
5 & Diner®,51%,1148.91,55.63g,248.72mg,73.91g,2.07g,38%,"Diner Burger with blue cheese crumbles, cream cheese and monterey jack cheese on a toasted bun",Blue Moon Burger,not found,58.58g,35.9g,1 sandwich,1174.74mg,11.41g,2.44g,26%,13%,5 & Diner,restaurant
5 & Diner®,3%,289.4,20.8g,26mg,19.09g,1.5g,8%,not found,Blue Plate Special - BLT Sandwich,not found,7.83g,6.42g,1 sandwich,471.4mg,3.2g,0g,7%,9%,5 & Diner,restaurant
5 & Diner®,51%,766.91,63.65g,469.6mg,42.8g,2g,23%,"two scrambled eggs blend with onions, chiles, tomatoes, mushrooms and monterey jack cheese rolled ina hot flour tortilla, with salsa and potatoes",Blue Plate Special - Breakfast Burrito,not found,33.89g,14.22g,1 burrito,906.96mg,2.78g,1g,19%,20%,5 & Diner,restaurant
5 & Diner®,63%,597.86,52.2g,101.33mg,26.26g,3.89g,24%,not found,Blue Plate Special - Chimichanga,not found,42.36g,13.01g,1 chimichanga,1374.92mg,4.83g,1g,28%,25%,5 & Diner,restaurant
5 & Diner®,9%,955.85,88.91g,228.4mg,56.1g,1.8g,28%,not found,Blue Plate Special - Country Breakfast with Bacon,not found,25.17g,15.44g,1 order,2980.05mg,12.07g,13.89g,5%,0%,5 & Diner,restaurant
5 & Diner®,19%,408.04,24.39g,245mg,27.06g,1g,14%,not found,Blue Plate Special - Egg Muffin with Bacon and Cheese,not found,15.49g,8.76g,1 sandwich,699.2mg,1.39g,1.01g,9%,4%,5 & Diner,restaurant
5 & Diner®,6%,556.86,62.06g,40mg,27.83g,4g,14%,"battered cod served with French fries, corn on the cob and a buttermilk biscuit",Blue Plate Special - Fish and Chips,not found,18g,4.83g,1 order,1220.88mg,0g,3g,3%,20%,5 & Diner,restaurant
5 & Diner®,21%,625.47,67.09g,375.4mg,30.55g,4.16g,25%,not found,Blue Plate Special - French Toast,not found,21.89g,7.48g,1 order,744.1mg,28.48g,1.01g,9%,1%,5 & Diner,restaurant
5 & Diner®,22%,283.84,19g,40mg,18.09g,1g,6%,not found,Blue Plate Special - Grilled Cheese Sandwich,not found,9g,7.01g,1 sandwich,770mg,2g,1.01g,8%,0%,5 & Diner,restaurant
5 & Diner®,48%,500,48g,90mg,18g,2g,16%,not found,Blue Plate Special - Grilled Turkey Melt,not found,42g,8g,1 sandwich,1540mg,2g,0g,8%,0%,5 & Diner,restaurant
5 & Diner®,9%,370.6,53.88g,50.66mg,8.14g,2.5g,21%,not found,Blue Plate Special - Ham Sandwich,not found,24.64g,2.04g,1 sandwich,1921.75mg,7.25g,0g,7%,9%,5 & Diner,restaurant
5 & Diner®,11%,610.85,65.85g,64.46mg,26.33g,1.77g,31%,not found,Blue Plate Special - Sloppy Joe,not found,24g,8.46g,1 sandwich,1353.19mg,22.7g,1.61g,8%,1%,5 & Diner,restaurant
5 & Diner®,2%,711.33,126.13g,0mg,12.6g,11.05g,33%,not found,Blue Plate Special - Spaghetti with Marinara Sauce,not found,21.68g,1.01g,1 order,915.16mg,19.58g,0g,20%,40%,5 & Diner,restaurant
5 & Diner®,29%,766.78,40.05g,83.05mg,55.15g,2.5g,12%,not found,Blue Plate Special - Tuna Melt,not found,21.92g,13.75g,1 sandwich,1552.33mg,5.48g,0g,10%,1%,5 & Diner,restaurant
5 & Diner®,9%,349,47.8g,50mg,6.09g,2.5g,17%,not found,Blue Plate Special - Turkey Sandwich,not found,30.43g,0.02g,1 sandwich,1443mg,3.2g,0g,7%,9%,5 & Diner,restaurant
5 & Diner®,5%,413.55,18.13g,424mg,31.21g,0g,13%,not found,"Blue Plate Special - Two Eggs, Any Style",not found,15.25g,6.13g,1 order,153.35mg,0.78g,1.01g,10%,20%,5 & Diner,restaurant
5 & Diner®,26%,677.52,122.51g,29.76mg,11.85g,3.24g,37%,not found,Blueberry Hill Pancakes,not found,12.71g,1.99g,1 order,1794.81mg,35.05g,0g,2%,5%,5 & Diner,restaurant
5 & Diner®,36%,932.7,172.01g,39.68mg,15.64g,6.48g,51%,not found,Blueberry Pancakes with Fresh Blueberries,not found,17.49g,1.99g,1 order,2391.46mg,52.71g,0g,3%,10%,5 & Diner,restaurant
5 & Diner®,26%,953.11,69.89g,166.98mg,53.54g,2.44g,38%,"classic cheeseburger with cheddar cheese, sweet relish, pickles, tomatoes, lettuce, onions, Kenny's Special Sauce and seasoned mayo on a toasted sesame seed bun",Boss Burger,not found,48.28g,20.64g,1 sandwich,1435.21mg,26.36g,2.44g,18%,14%,5 & Diner,restaurant
5 & Diner®,0%,243.84,40g,0mg,7.09g,2g,4%,not found,Breaded Mushrooms,not found,6g,0.5g,1 order,840mg,4g,0g,2%,0%,5 & Diner,restaurant
5 & Diner®,112%,892.28,66.29g,135.46mg,48.89g,6.47g,25%,not found,Buffalo Chicken Quesadilla,not found,45.64g,23.15g,1 quesadilla,4486.09mg,4.82g,1g,70%,39%,5 & Diner,restaurant
5 & Diner®,1%,1064.15,2.27g,300mg,83.27g,0.85g,1%,delicious wings served hot with ranch dressing and celery,Buffalo Wings,not found,72.42g,1.35g,1 order,2946.8mg,0.94g,0g,30%,3%,5 & Diner,restaurant
5 & Diner®,0%,54,0g,15mg,6g,0g,0%,not found,Butter,not found,0g,4g,1 tbsp,45mg,0g,0g,4%,0%,5 & Diner,restaurant
5 & Diner®,30%,878.57,107.92g,473.26mg,32.36g,0g,47%,"three golden brown pancakes with two bacon strips, syrup and butter",Buttermilk Pancake Breakfast with Bacon,not found,27.78g,7.9g,1 order,2123.72mg,24.59g,0g,10%,0%,5 & Diner,restaurant
5 & Diner®,31%,1476.77,107.92g,551.26mg,92.36g,0g,51%,"three golden brown pancakes with two sausage links, syrup and butter",Buttermilk Pancake Breakfast with Sausage,not found,39.48g,28.6g,1 order,2634.92mg,24.59g,0g,11%,1%,5 & Diner,restaurant
5 & Diner®,12%,867.21,59.6g,254.44mg,49.61g,3.5g,38%,"homemade meat loaf topped with chopped bacon, sauteed mushrooms, onion straws and molasses glaze, served with redskin mashed potatoes and steamed vegetables",Cadillac Meat Loaf,not found,46.34g,17.59g,1 order,1547.26mg,31.75g,2.65g,35%,10%,5 & Diner,restaurant
5 & Diner®,0%,300,9g,15mg,27g,0g,0%,not found,Caesar Dressing,not found,0g,4.5g,3 fl oz,720mg,6g,0g,0%,0%,5 & Diner,restaurant
5 & Diner®,40%,403.27,21.7g,38.37mg,31.87g,3.62g,13%,"romaine lettuce, parmesan cheese, croutons, and classic Caesar dressing",Caesar Salad,not found,15.47g,8.74g,1 salad,1074.14mg,6.02g,0g,209%,68%,5 & Diner,restaurant
5 & Diner®,34%,867.88,72.69g,118.74mg,38.96g,4.44g,24%,marinated breast of chicken topped with melted Swiss cheese and alfalfa sprouts on a toasted bun,California Chicken Sandwich,not found,55.07g,9.33g,1 sandwich,1145.73mg,16.75g,1.01g,19%,15%,5 & Diner,restaurant
5 & Diner®,2%,123.75,13.13g,15mg,4.88g,0.38g,75%,not found,"Cape Cod Clam Chowder, 6 fl oz",not found,6.75g,1.69g,6 fl oz,637.5mg,5.25g,0.19g,0%,19%,5 & Diner,restaurant
5 & Diner®,21%,165,17.5g,20mg,6.5g,0.5g,18%,not found,"Cape Cod Clam Chowder, 8 fl oz",not found,9g,2.25g,8 fl oz,850mg,7g,0.25g,7%,15%,5 & Diner,restaurant
5 & Diner®,0%,1291.1,60g,300mg,83.01g,0g,0%,House Wings slathered in Caribbean Citrus sauce and served with ranch dressing,Caribbean Buffalo Wings,not found,72g,1.35g,1 pound,2120mg,36g,0g,5%,0%,5 & Diner,restaurant
5 & Diner®,5%,478.58,55g,131.66mg,4.13g,1.81g,13%,"8 oz butterfly chicken breast charbroiled and glazed with Caribbean Citrus sauce with pineapple and pico de gallo, with rosemary red skin potatoes, steamed veggies and garlic toast",Caribbean Chicken,not found,54.11g,0.92g,1 order,900.73mg,35.8g,0g,4%,35%,5 & Diner,restaurant
5 & Diner®,4%,539.25,27.76g,133.82mg,25.95g,0.99g,6%,not found,Caribbean Citrus Glazed Salmon,not found,45.96g,5.12g,1 order,700.84mg,15.97g,0g,7%,23%,5 & Diner,restaurant
5 & Diner®,1%,722.81,39.92g,162.5mg,38.84g,0.99g,39%,"top sirloin glazed with Caribbean sauce, topped with Pico de Gallo, with rosemary red skin potatoes, steamed vegetables and garlic toast","Caribbean Steak, 10 oz",not found,50.83g,15.18g,1 order,1585.91mg,23.26g,0g,4%,8%,5 & Diner,restaurant
5 & Diner®,137%,982.67,50.08g,182.41mg,66.81g,2g,10%,not found,Cheese Crisp,not found,50.56g,32.91g,1 order,1574.46mg,2g,2.01g,36%,0%,5 & Diner,restaurant
5 & Diner®,154%,1005.84,55.14g,182.41mg,66.91g,2.78g,11%,not found,Cheese Crisp Grande,not found,51.11g,32.93g,1 order,1704.94mg,3.88g,2.01g,48%,46%,5 & Diner,restaurant
5 & Diner®,81%,1094.72,96.26g,121.6mg,68.68g,8.01g,16%,not found,Cheese Fries,not found,36.38g,25.27g,1 order,2119.35mg,0.04g,6g,28%,40%,5 & Diner,restaurant
5 & Diner®,29%,499.65,1.32g,761.86mg,41.1g,0g,17%,not found,Cheese Omelette,not found,27.41g,13.29g,1 omelette,798.35mg,1.32g,2.02g,25%,0%,5 & Diner,restaurant
5 & Diner®,64%,564.27,48g,40mg,29.36g,0g,0%,"mozzarella cheese lightly battered and fried, served with marinara sauce",Cheese Sticks,not found,32g,12.66g,1 order,1680mg,8g,0g,35%,0%,5 & Diner,restaurant
5 & Diner®,21%,890.55,57.54g,161.98mg,51.54g,2.44g,38%,not found,Cheeseburger with American Cheese,not found,46.28g,19.64g,1 sandwich,1177.96mg,15.01g,2.44g,18%,14%,5 & Diner,restaurant
5 & Diner®,26%,910.55,58.54g,166.98mg,53.54g,2.44g,38%,not found,Cheeseburger with Cheddar Cheese,not found,48.28g,20.64g,1 sandwich,1037.96mg,15.01g,2.44g,18%,14%,5 & Diner,restaurant
5 & Diner®,26%,910.55,57.54g,166.98mg,52.54g,2.44g,38%,not found,Cheeseburger with Jack Cheese,not found,48.28g,20.64g,1 sandwich,1027.96mg,15.01g,2.44g,18%,14%,5 & Diner,restaurant
5 & Diner®,26%,910.55,58.54g,166.98mg,52.54g,2.44g,38%,not found,Cheeseburger with Pepperjack Cheese,not found,48.28g,20.64g,1 sandwich,1027.96mg,15.01g,2.44g,18%,14%,5 & Diner,restaurant
5 & Diner®,31%,910.55,58.54g,161.98mg,52.54g,2.44g,38%,not found,Cheeseburger with Swiss Cheese,not found,49.28g,20.64g,1 sandwich,947.96mg,15.01g,2.44g,18%,14%,5 & Diner,restaurant
5 & Diner®,0%,651.3,78.49g,0mg,36.74g,3.34g,13%,not found,Cherry Pie,not found,5.01g,7.51g,1 order,567.8mg,36.74g,10.02g,17%,0%,5 & Diner,restaurant
5 & Diner®,10%,791.3,94.49g,35mg,43.74g,3.34g,13%,cherry pie with a scoop of vanilla ice cream,Cherry Pie a la Mode,not found,8.01g,12.01g,1 order,622.8mg,49.74g,10.02g,21%,0%,5 & Diner,restaurant
5 & Diner®,42%,590.54,21.7g,137.11mg,33.98g,3.62g,20%,"seasoned grilled chicken breast, romaine lettuce, parmesan cheese, croutons, and classic Caesar dressing",Chicken Caesar Salad,not found,54.78g,9.3g,1 salad,1184.8mg,6.02g,0g,210%,72%,5 & Diner,restaurant
5 & Diner®,30%,679.47,75.64g,113.94mg,18.78g,18.86g,60%,"cilantro Ranch dressing, romaine and iceberg lettuce, marinated chicken breast, corn, black beans, peppers and shredded cheddar in a crispy taco shell bowl",Chicken Fajita Salad,not found,57.76g,3.68g,1 salad,734.73mg,15.85g,0g,382%,218%,5 & Diner,restaurant
5 & Diner®,0%,326.3,18g,42mg,21.05g,0g,0%,not found,Chicken Fingers,not found,14.4g,3.9g,1 order,396mg,0g,0g,1%,0%,5 & Diner,restaurant
5 & Diner®,3%,541.13,48.56g,108.35mg,24.49g,0.87g,15%,a tender breaded chicken breast deep fried to a golden brown and covered with country gravy,Chicken Fried Chicken,not found,28.3g,5.12g,1 order,1818.65mg,2.53g,2.24g,4%,6%,5 & Diner,restaurant
5 & Diner®,9%,800.07,46.27g,223mg,42.98g,1.36g,37%,covered with country gravy,Chicken Fried Steak,not found,53.65g,12.81g,1 order,1644.73mg,5.23g,2.24g,8%,2%,5 & Diner,restaurant
5 & Diner®,8%,668.7,49.34g,532.35mg,32.16g,0.87g,25%,"chicken-fried steak covered with country gravy with two eggs, potatoes and toast or biscuits",Chicken Fried Steak and Eggs,not found,40.88g,8.57g,1 order,1958.65mg,3.31g,3.25g,11%,6%,5 & Diner,restaurant
5 & Diner®,10%,656.13,28.99g,758.95mg,41.3g,0.41g,29%,not found,Chicken Fried Steak Omelette,not found,39.65g,10.76g,1 omelette,1212.53mg,3.73g,4.26g,17%,0%,5 & Diner,restaurant
5 & Diner®,7%,579.1,35.83g,156.36mg,31.09g,0.9g,25%,covered with country gravy,"Chicken Fried Steak, 5 oz",not found,37.07g,9.34g,1 order,1296.68mg,4.4g,2.24g,6%,1%,5 & Diner,restaurant
5 & Diner®,0%,60,9g,18.75mg,0.94g,0.38g,8%,not found,"Chicken Noodle Soup, 6 fl oz",not found,4.13g,0.19g,6 fl oz,744.38mg,0.75g,0g,0%,3%,5 & Diner,restaurant
5 & Diner®,2%,80,12g,25mg,1.25g,0.5g,2%,not found,"Chicken Noodle Soup, 8 fl oz",not found,5.5g,0.25g,8 fl oz,992.5mg,1g,0g,25%,2%,5 & Diner,restaurant
5 & Diner®,53%,650.54,68.83g,147.82mg,22.45g,4.61g,22%,"grilled with onions, sweet bell peppers, and Swiss cheese served on a hoagie roll",Chicken Philly Sandwich,not found,46.98g,10.82g,1 sandwich,997.08mg,10.15g,0g,45%,189%,5 & Diner,restaurant
5 & Diner®,0%,270.82,14.94g,34.86mg,17.47g,0g,0%,"country style buttermilk breaded chicken tenders served with honey dijon dipping sauce, fries, corn on the cob and a buttermilk biscuit",Chicken Tender Meal,not found,11.95g,3.23g,1 order,328.68mg,0g,0g,1%,0%,5 & Diner,restaurant
5 & Diner®,0%,116.25,10.5g,13.13mg,6.38g,0.38g,8%,not found,"Chicken with Wild Rice Soup, 6 fl oz",not found,4.5g,1.5g,6 fl oz,373.13mg,0.75g,1.69g,0%,1%,5 & Diner,restaurant
5 & Diner®,2%,155,14g,17.5mg,8.5g,0.5g,2%,not found,"Chicken with Wild Rice Soup, 8 fl oz",not found,6g,2g,8 fl oz,497.5mg,1g,2.25g,8%,1%,5 & Diner,restaurant
5 & Diner®,6%,380.32,43.48g,63.61mg,16.81g,2.8g,15%,not found,Children's Baked Meatloaf,not found,15.26g,4.82g,1 order,1191.26mg,19.48g,0.66g,11%,3%,5 & Diner,restaurant
5 & Diner®,0%,383.41,40g,15mg,21.82g,2g,8%,not found,Children's Corn Dog,not found,7g,8.34g,1 corn dog,1040mg,19g,0g,1%,0%,5 & Diner,restaurant
5 & Diner®,4%,291.92,15g,75mg,19.54g,1g,6%,not found,Children's Dinosaur Chicken,not found,14g,4.25g,1 order,450mg,1g,0g,1%,0%,5 & Diner,restaurant
5 & Diner®,3%,74,0.39g,212mg,4.97g,0g,5%,not found,Children's Egg,not found,6.29g,1.55g,1 order,70mg,0.39g,0g,5%,0%,5 & Diner,restaurant
5 & Diner®,10%,318.49,40.33g,161.06mg,13.8g,2.07g,12%,not found,Children's French Toast,not found,9.19g,2.46g,1 order,300mg,20.93g,1.01g,4%,0%,5 & Diner,restaurant
5 & Diner®,0%,162.11,23.03g,0mg,8.05g,2g,4%,not found,Children's Fries,not found,2g,1.5g,1 order,300.44mg,0g,1.5g,0%,10%,5 & Diner,restaurant
5 & Diner®,22%,283.84,19g,40mg,18.09g,1g,6%,not found,Children's Grilled Cheese,not found,9g,7.01g,1 sandwich,770mg,2g,1.01g,8%,0%,5 & Diner,restaurant
5 & Diner®,4%,240,22g,25mg,12.5g,1g,10%,not found,Children's Hot Dog,not found,10g,4.5g,1 sandwich,920mg,4g,0g,0%,0%,5 & Diner,restaurant
5 & Diner®,10%,765.81,49.21g,120.87mg,45.73g,1.75g,35%,not found,Children's Little Richard Burger,not found,37.73g,15.07g,1 sandwich,788.6mg,8.52g,3.1g,7%,6%,5 & Diner,restaurant
5 & Diner®,26%,308.21,27.39g,25.68mg,16.26g,1.71g,3%,not found,Children's Macaroni and Cheese,not found,12.84g,5.99g,1 order,1130.1mg,7.7g,0g,0%,0%,5 & Diner,restaurant
5 & Diner®,16%,396.85,71.43g,19.84mg,5.95g,0g,24%,not found,Children's Pancakes,not found,7.93g,0g,1 order,1193.28mg,15.87g,0g,0%,0%,5 & Diner,restaurant
5 & Diner®,25%,504,58.78g,20mg,22.04g,3.2g,20%,not found,Children's Pizza,not found,18.18g,12.01g,1 pizza,831mg,5.53g,0g,11%,4%,5 & Diner,restaurant
5 & Diner®,1%,355.66,63.06g,0mg,6.3g,5.52g,17%,not found,Children's Spaghetti,not found,10.84g,0.5g,1 order,457.58mg,9.79g,0g,10%,20%,5 & Diner,restaurant
5 & Diner®,8%,266.08,34.92g,31.31mg,10.83g,0g,12%,not found,Children's Waffle,not found,3.88g,5.04g,1 order,582.82mg,7.76g,0g,6%,0%,5 & Diner,restaurant
5 & Diner®,88%,1209.42,115.67g,122.2mg,69.83g,14.97g,25%,not found,Chili Cheese Fries,not found,42.59g,25.42g,1 order,2946.62mg,2.11g,6g,46%,53%,5 & Diner,restaurant
5 & Diner®,7%,763.53,111.62g,0.6mg,33.35g,14.97g,25%,not found,Chili Fries,not found,14.22g,5.16g,1 order,2216.98mg,2.11g,6g,22%,53%,5 & Diner,restaurant
5 & Diner®,20%,1000.39,76.12g,141.92mg,53.04g,11.44g,50%,"big burger served open-faced on a toasted sesame seed bun, covered with homemade chili, topped with shredded cheddar cheese",Chili Size Burger,not found,51.42g,17.47g,1 order,1863.98mg,10.1g,3.45g,27%,20%,5 & Diner,restaurant
5 & Diner®,38%,548.85,49.84g,424mg,29.22g,2.78g,21%,not found,Chili Verde,not found,21.13g,6.64g,1 order,750.48mg,4.66g,3.02g,21%,46%,5 & Diner,restaurant
5 & Diner®,1%,172.05,29.12g,0.9mg,1.73g,10.45g,79%,not found,"Chili, 6 fl oz",not found,9.32g,0.23g,6 fl oz,1240.91mg,3.11g,0g,1%,33%,5 & Diner,restaurant
5 & Diner®,14%,229.4,38.83g,1.2mg,2.31g,13.93g,19%,not found,"Chili, 8 fl oz",not found,12.43g,0.31g,8 fl oz,1654.55mg,4.14g,0g,36%,26%,5 & Diner,restaurant
5 & Diner®,16%,773.79,77.1g,98.74mg,28.88g,8.32g,26%,"romaine and iceberg lettuce tossed in tangy Oriental dressing with marinated teriyaki chicken breast, toasted almonds and warm sesame bread",Chinese Chicken Salad,not found,50.07g,3.57g,1 salad,3315.4mg,44.55g,0.76g,347%,114%,5 & Diner,restaurant
5 & Diner®,0%,102.19,1.12g,5.06mg,11.17g,0.05g,0%,not found,Chipotle Mayonnaise,not found,0g,2.02g,1 tbsp,84.01mg,1.01g,0g,0%,0%,5 & Diner,restaurant
5 & Diner®,32%,1121.86,182.28g,39.68mg,31.04g,0g,55%,not found,Choco Chip Pancakes,not found,15.87g,11.44g,1 order,2391.46mg,63.52g,0g,0%,0%,5 & Diner,restaurant
